,background,skin,facial hair,eyes,outfit,hats,accessories
611,Starry Nights,Human,Dirty Beard,Normal_Eyes,Pizza Shirt,Mushy Hair,None
612,Toxic Air,Human,Chop Stache,Round Glasses,Pizza Shirt,Asssasin Cut,Regular Earring
613,Starry Nights,Human,Black Beard,Normal_Eyes,Native,Sombrero,Face Paint
614,Beach,Human,Chop Stache,Normal_Eyes,Philosopher's Robe,Hippie,None
615,Purple City,Human,Brown Beard,Normal_Eyes,Philosopher's Robe,Curvy Hair,None
616,Beach,Zombie,Black Beard,Eye Patch,Pizza Shirt,Asssasin Cut,None
617,Greek Symposium,Human,Black Beard,Normal_Eyes,Philosopher's Robe,Sensei Hat,Gold Chain
618,Blue Buzz,Human,Shaolin Stache,Normal_Eyes,Pizza Shirt,Curvy Hair,None
619,Purple City,Zombie,Dirty Beard,Normal_Eyes,Buddhist Robe,Asssasin Cut,None
620,Beach,Human,Brown Beard,Normal_Eyes,Philosopher's Robe,Turban,Gold Earring
621,Toxic Air,Human,Black Beard,3D Glasses,Buddhist Robe,Hippie,None
622,City Rooftop,Human,Brown Beard,Normal_Eyes,Philosopher's Robe,Tarboush,None
623,Blue Buzz,Human,Chop Stache,Normal_Eyes,Pizza Shirt,Curvy Hair,Regular Earring
624,Toxic Air,Zombie,Black Beard,Normal_Eyes,Philosopher's Robe,Tarboush,None
625,Blue Buzz,Human,Dirty Beard,Round Glasses,Jacket,Mushy Hair,None
626,Blue Buzz,Human,Black Beard,Gangsta Shades,Jacket,Viking Hat,Regular Earring
627,Blue Sky,Human,Chop Stache,Gangsta Shades,Hoodie,Celestial Crown,None
628,Beach,Human,Brown Beard,Normal_Eyes,Pizza Shirt,Hippie,None
629,Desert Night,Human,Chop Stache,Gangsta Shades,Philosopher's Robe,Turban,Regular Earring
630,Beach,Human,Dirty Beard,Normal_Eyes,Hoodie,Asssasin Cut,Regular Earring
631,City Rooftop,Human,Brown Beard,Normal_Eyes,Hoodie,Turban,None
632,Mountains,Human,Black Beard,Normal_Eyes,Buddhist Robe,Curvy Hair,None
633,City Rooftop,Zombie,Brown Beard,Normal_Eyes,Hoodie,Asssasin Cut,None
634,Mountains,Zombie,Black Beard,Normal_Eyes,Hoodie,Tarboush,None
635,Purple City,Human,Brown Beard,Normal_Eyes,Hoodie,Curvy Hair,None
636,City Rooftop,Human,Chop Stache,Zap Shades,Jacket,Tarboush,None
637,Purple City,Human,Shaolin Stache,Eye Patch,Buddhist Robe,Turban,None
638,Blue Buzz,Human,Brown Beard,Gangsta Shades,Hoodie,Sombrero,Face Paint
639,Sahara Desert,Human,Wizard Beard,Normal_Eyes,Hoodie,Curvy Hair,None
640,Blue Sky,Human,Black Beard,Gangsta Shades,Buddhist Robe,Hippie,Face Paint
641,City Rooftop,Alien,Brown Beard,Gangsta Shades,Philosopher's Robe,Sombrero,None
642,Sahara Desert,Human,Chop Stache,Laser Eyes,Pizza Shirt,Hippie,None
643,Blue Sky,Human,Chop Stache,Laser Eyes,Hoodie,Asssasin Cut,None
644,Sahara Desert,Human,Shaolin Stache,Normal_Eyes,Hoodie,Mushy Hair,None
645,Purple City,Zombie,Black Beard,Normal_Eyes,Philosopher's Robe,Turban,None
646,Starry Nights,Alien,Dirty Beard,Round Glasses,Hoodie,Celestial Crown,None
647,Blue Buzz,Human,Chop Stache,Normal_Eyes,Pizza Shirt,Mushy Hair,Face Paint
648,Blue Buzz,Human,Black Beard,Gangsta Shades,Jacket,Hippie,None
649,Blue Sky,Human,Black Beard,Eye Patch,Pizza Shirt,Turban,Gold Earring
650,Toxic Air,Human,Black Beard,Normal_Eyes,Pizza Shirt,Turban,Face Paint
651,Beach,Human,Chop Stache,Normal_Eyes,Buddhist Robe,Asssasin Cut,Face Paint
652,Sahara Desert,Zombie,Chop Stache,Normal_Eyes,Pizza Shirt,Mushy Hair,None
653,Blue Sky,Human,Shaolin Stache,Eye Patch,Philosopher's Robe,Mushy Hair,Gold Earring
654,Purple City,Human,Shaolin Stache,Normal_Eyes,Pizza Shirt,Hippie,None
655,Sahara Desert,Human,Chop Stache,Normal_Eyes,Buddhist Robe,Curvy Hair,None
656,Mountains,Human,Shaolin Stache,Round Glasses,Philosopher's Robe,Curvy Hair,None
657,Purple City,Human,Black Beard,Normal_Eyes,Pizza Shirt,Curvy Hair,None
658,Beach,Human,Black Beard,Laser Eyes,Assasin's Fit,Viking Hat,None
659,Blue Sky,Alien,Dirty Beard,Eye Patch,Philosopher's Robe,Mushy Hair,Regular Earring
660,City Rooftop,Human,Black Beard,Normal_Eyes,Jacket,Tarboush,None
661,Blue Sky,Human,Black Beard,Gangsta Shades,Hoodie,Viking Hat,Regular Earring
662,Blue Sky,Human,Brown Beard,Normal_Eyes,Assasin's Fit,Tarboush,Face Paint
663,Desert Night,Human,Shaolin Stache,Normal_Eyes,Pizza Shirt,Curvy Hair,Face Paint
664,Blue Sky,Zombie,Black Beard,Gangsta Shades,Philosopher's Robe,Mushy Hair,Regular Earring
665,Blue Sky,Human,Chop Stache,3D Glasses,Jacket,Hippie,Regular Earring
666,Blue Sky,Human,Chop Stache,Normal_Eyes,Pizza Shirt,Tarboush,None
667,Blue Buzz,Alien,Dirty Beard,Normal_Eyes,Buddhist Robe,Mushy Hair,None
668,Purple City,Human,Brown Beard,Round Glasses,Jacket,Sheikh Hat,Face Paint
669,Toxic Air,Human,Dirty Beard,Gangsta Shades,Celestial Fit,Mushy Hair,Gold Earring
670,Sahara Desert,Human,Black Beard,Gangsta Shades,Pizza Shirt,Asssasin Cut,Regular Earring
671,City Rooftop,Zombie,Black Beard,Normal_Eyes,Jacket,Tarboush,None
672,Mountains,Human,Black Beard,Round Glasses,Pizza Shirt,Celestial Crown,None
673,Sahara Desert,Human,Black Beard,Gangsta Shades,Hoodie,Turban,Regular Earring
674,Blue Sky,Human,Black Beard,Round Glasses,Pizza Shirt,Turban,None
675,Purple City,Human,Brown Beard,Normal_Eyes,Hoodie,Viking Hat,None
676,Blue Sky,Alien,Chop Stache,Normal_Eyes,Philosopher's Robe,Hippie,Regular Earring
677,Purple City,Alien,Dirty Beard,Gangsta Shades,Buddhist Robe,Sensei Hat,None
678,Blue Buzz,Human,Dirty Beard,Normal_Eyes,Pizza Shirt,Tarboush,None
679,Blue Sky,Human,Brown Beard,Normal_Eyes,Hoodie,Asssasin Cut,None
680,Blue Sky,Human,Brown Beard,Normal_Eyes,Buddhist Robe,Viking Hat,Face Paint
681,Toxic Air,Human,Shaolin Stache,Normal_Eyes,Hoodie,Mushy Hair,None
682,Starry Nights,Human,Brown Beard,Normal_Eyes,Hoodie,Tarboush,None
683,Beach,Human,Dirty Beard,Gangsta Shades,Roman Soldier Fit,Curvy Hair,None
684,Blue Sky,Alien,Chop Stache,Gangsta Shades,Philosopher's Robe,Hippie,None
685,Purple City,Alien,Black Beard,Normal_Eyes,Jacket,Tarboush,None
686,Desert Night,Human,Black Beard,Eye Patch,Assasin's Fit,Hippie,Face Paint
687,Purple City,Human,Dirty Beard,Gangsta Shades,Celestial Fit,Tarboush,None
688,Mountains,Human,Brown Beard,Normal_Eyes,Pizza Shirt,Turban,None
689,Purple City,Human,Brown Beard,Normal_Eyes,Hoodie,Sheikh Hat,Face Paint
690,Purple City,Human,Black Beard,Normal_Eyes,Pizza Shirt,Hippie,None
691,City Rooftop,Human,Black Beard,Round Glasses,Buddhist Robe,Sensei Hat,None
692,City Rooftop,Human,Brown Beard,Normal_Eyes,Pizza Shirt,Mushy Hair,None
693,Blue Buzz,Human,Dirty Beard,Normal_Eyes,Buddhist Robe,Sensei Hat,None
694,Blue Sky,Human,Black Beard,Normal_Eyes,Jacket,Tarboush,None
695,Desert Night,Human,Shaolin Stache,Gangsta Shades,Hoodie,Mushy Hair,Gold Chain
696,Blue Sky,Human,Brown Beard,3D Glasses,Celestial Fit,Sheikh Hat,Regular Earring
697,Purple City,Zombie,Black Beard,Normal_Eyes,Hoodie,Curvy Hair,None
698,Blue Buzz,Human,Dirty Beard,Normal_Eyes,Assasin's Fit,Mushy Hair,None
699,City Rooftop,Human,Black Beard,Gangsta Shades,Celestial Fit,Celestial Crown,Regular Earring
700,Blue Sky,Human,Brown Beard,Normal_Eyes,Buddhist Robe,Sheikh Hat,None
701,Blue Sky,Human,Black Beard,Normal_Eyes,Buddhist Robe,Mushy Hair,Face Paint
702,Blue Buzz,Alien,Chop Stache,Round Glasses,Pizza Shirt,Mushy Hair,None
703,Starry Nights,Human,Black Beard,Gangsta Shades,Philosopher's Robe,Asssasin Cut,None
704,Blue Sky,Alien,Brown Beard,Round Glasses,Jacket,Curvy Hair,None
705,Blue Sky,Human,Chop Stache,Normal_Eyes,Buddhist Robe,Sensei Hat,None
706,Blue Sky,Human,Dirty Beard,Round Glasses,Buddhist Robe,Sheikh Hat,None
707,Beach,Human,Chop Stache,Gangsta Shades,Pizza Shirt,Asssasin Cut,None
708,City Rooftop,Alien,Black Beard,Normal_Eyes,Hoodie,Turban,None
709,City Rooftop,Human,Brown Beard,Round Glasses,Jacket,Hippie,None
710,Blue Buzz,Human,Black Beard,Round Glasses,Jacket,Mushy Hair,None
711,Sahara Desert,Human,Chop Stache,Normal_Eyes,Jacket,Curvy Hair,Regular Earring
712,Mountains,Zombie,Chop Stache,Normal_Eyes,Jacket,Mushy Hair,Face Paint
713,Blue Buzz,Human,Chop Stache,Eye Patch,Buddhist Robe,Sensei Hat,Regular Earring
714,Purple City,Zombie,Chop Stache,Eye Patch,Jacket,Turban,Regular Earring
715,Purple City,Zombie,Dirty Beard,Laser Eyes,Jacket,Viking Hat,None
716,Mountains,Human,Dirty Beard,Normal_Eyes,Hoodie,Viking Hat,None
717,City Rooftop,Zombie,Black Beard,3D Glasses,Hoodie,Tarboush,Face Paint
718,Blue Sky,Alien,Dirty Beard,Normal_Eyes,Assasin's Fit,Tarboush,None
719,Mountains,Zombie,Dirty Beard,Normal_Eyes,Philosopher's Robe,Viking Hat,None
720,Blue Sky,Zombie,Dirty Beard,Laser Eyes,Assasin's Fit,Mushy Hair,None
721,Purple City,Human,Brown Beard,Eye Patch,Buddhist Robe,Mushy Hair,None
722,Toxic Air,Human,Black Beard,Normal_Eyes,Philosopher's Robe,Curvy Hair,None
723,City Rooftop,Human,Brown Beard,Normal_Eyes,Hoodie,Hippie,None
724,Purple City,Zombie,Brown Beard,3D Glasses,Hoodie,Hippie,None
725,Blue Buzz,Human,Dirty Beard,Round Glasses,Pizza Shirt,Tarboush,None
726,Purple City,Human,Brown Beard,Round Glasses,Assasin's Fit,Sheikh Hat,None
727,Beach,Human,Chop Stache,Normal_Eyes,Jacket,Viking Hat,None
728,Mountains,Zombie,Dirty Beard,Normal_Eyes,Pizza Shirt,Hippie,Gold Earring
729,Toxic Air,Zombie,Brown Beard,Round Glasses,Pizza Shirt,Mushy Hair,None
730,Toxic Air,Human,Wizard Beard,Round Glasses,Pizza Shirt,Tarboush,None
731,Purple City,Human,Dirty Beard,3D Glasses,Philosopher's Robe,Curvy Hair,Regular Earring
732,Purple City,Human,Brown Beard,Normal_Eyes,Jacket,Asssasin Cut,Face Paint
733,Purple City,Human,Brown Beard,Round Glasses,Hoodie,Sombrero,None
734,Beach,Human,Dirty Beard,Round Glasses,Jacket,Curvy Hair,None
735,Toxic Air,Human,Black Beard,Normal_Eyes,Roman Soldier Fit,Viking Hat,Regular Earring
736,Blue Buzz,Human,Brown Beard,Round Glasses,Buddhist Robe,Tarboush,None
737,Hallucinations,Human,Black Beard,Zombie Eyes,Philosopher's Robe,Viking Hat,None
738,Blue Sky,Human,Dirty Beard,Gangsta Shades,Celestial Fit,Mushy Hair,None
739,Purple City,Alien,Brown Beard,Zombie Eyes,Buddhist Robe,Hippie,Face Paint
740,Desert Night,Alien,Black Beard,Normal_Eyes,Hoodie,Curvy Hair,None
741,Purple City,Human,Shaolin Stache,Eye Patch,Jacket,Curvy Hair,Regular Earring
742,Starry Nights,Zombie,Black Beard,Normal_Eyes,Philosopher's Robe,Curvy Hair,None
743,Purple City,Human,Brown Beard,Round Glasses,Buddhist Robe,Viking Hat,Regular Earring
744,Blue Sky,Human,Chop Stache,Normal_Eyes,Jacket,Sombrero,None
745,Purple City,Human,Dirty Beard,Gangsta Shades,Pizza Shirt,Hippie,Regular Earring
746,City Rooftop,Human,Brown Beard,Zap Shades,Assasin's Fit,Pharaoh Hat,None
747,Desert Night,Zombie,Wizard Beard,Gangsta Shades,Hoodie,Mushy Hair,Face Paint
748,Purple City,Human,Chop Stache,Normal_Eyes,Buddhist Robe,Hippie,Face Paint
749,Sahara Desert,Human,Black Beard,Gangsta Shades,Pizza Shirt,Tarboush,None
750,Toxic Air,Human,Black Beard,Gangsta Shades,Pizza Shirt,Asssasin Cut,None
751,Blue Buzz,Human,Dirty Beard,Normal_Eyes,Jacket,Mushy Hair,None
752,Blue Sky,Human,Black Beard,Normal_Eyes,Pizza Shirt,Curvy Hair,None
753,City Rooftop,Human,Black Beard,Normal_Eyes,Hoodie,Tarboush,None
754,Toxic Air,Human,Brown Beard,Normal_Eyes,Pizza Shirt,Curvy Hair,None
755,Blue Sky,Alien,Dirty Beard,Normal_Eyes,Hoodie,Hippie,None
756,Blue Sky,Alien,Dirty Beard,Round Glasses,Pizza Shirt,Curvy Hair,None
757,Toxic Air,Human,Chop Stache,Normal_Eyes,Hoodie,Turban,None
758,Purple City,Zombie,Black Beard,Gangsta Shades,Hoodie,Mushy Hair,Regular Earring
759,Purple City,Human,Brown Beard,3D Glasses,Philosopher's Robe,Mushy Hair,Face Paint
760,Blue Buzz,Human,Brown Beard,Gangsta Shades,Hoodie,Viking Hat,Regular Earring
761,Blue Buzz,Human,Chop Stache,Normal_Eyes,Hoodie,Mushy Hair,None
762,City Rooftop,Zombie,Black Beard,Gangsta Shades,Hoodie,Hippie,None
763,Purple City,Alien,Black Beard,Normal_Eyes,Jacket,Mushy Hair,None
764,Blue Sky,Human,Black Beard,Normal_Eyes,Hoodie,Hippie,None
765,Blue Sky,Human,Chop Stache,Normal_Eyes,Celestial Fit,Mushy Hair,None
766,City Rooftop,Human,Brown Beard,Normal_Eyes,Philosopher's Robe,Turban,Gold Earring
767,Blue Sky,Zombie,Dirty Beard,Zap Shades,Hoodie,Turban,None
768,Blue Sky,Human,Shaolin Stache,Round Glasses,Hoodie,Tarboush,Regular Earring
769,Starry Nights,Human,Brown Beard,Normal_Eyes,Buddhist Robe,Curvy Hair,None
770,City Rooftop,Human,Dirty Beard,Zap Shades,Pizza Shirt,Sensei Hat,None
771,Toxic Air,Alien,Brown Beard,Gangsta Shades,Buddhist Robe,Hippie,Gold Earring
772,Purple City,Human,Brown Beard,Normal_Eyes,Hoodie,Mushy Hair,Regular Earring
773,Beach,Human,Wizard Beard,Gangsta Shades,Jacket,Mushy Hair,None
774,Blue Sky,Human,Shaolin Stache,Normal_Eyes,Philosopher's Robe,Sombrero,None
775,Desert Night,Human,Dirty Beard,Eye Patch,Buddhist Robe,Hippie,None
776,Blue Buzz,Human,Dirty Beard,Normal_Eyes,Buddhist Robe,Sombrero,None
777,Starry Nights,Human,Black Beard,3D Glasses,Philosopher's Robe,Tarboush,None
778,City Rooftop,Zombie,Brown Beard,Laser Eyes,Pizza Shirt,Viking Hat,Face Paint
779,Blue Sky,Zombie,Brown Beard,Round Glasses,Hoodie,Curvy Hair,None
780,Blue Sky,Zombie,Dirty Beard,3D Glasses,Hoodie,Tarboush,None
781,Purple City,Zombie,Shaolin Stache,Round Glasses,Hoodie,Hippie,None
782,City Rooftop,Human,Black Beard,Normal_Eyes,Hoodie,Curvy Hair,Face Paint
783,Blue Sky,Human,Chop Stache,Normal_Eyes,Jacket,Turban,None
784,Purple City,Human,Chop Stache,Gangsta Shades,Jacket,Eagle Feather Hat,None
785,City Rooftop,Human,Black Beard,Eye Patch,Buddhist Robe,Hippie,Regular Earring
786,Starry Nights,Alien,Dirty Beard,Eye Patch,Philosopher's Robe,Mushy Hair,None
787,Blue Buzz,Human,Brown Beard,Normal_Eyes,Hoodie,Hippie,None
788,Mountains,Human,Chop Stache,Round Glasses,Pizza Shirt,Viking Hat,Face Paint
789,Purple City,Alien,Black Beard,Round Glasses,Jacket,Tarboush,None
790,City Rooftop,Human,Black Beard,Normal_Eyes,Buddhist Robe,Sombrero,Face Paint
791,Beach,Human,Brown Beard,Round Glasses,Philosopher's Robe,Tarboush,Gold Chain
792,Starry Nights,Human,Brown Beard,Snorkeler Kit,Buddhist Robe,Tarboush,None
793,Blue Sky,Zombie,Black Beard,Normal_Eyes,Hoodie,Asssasin Cut,None
794,Blue Sky,Zombie,Shaolin Stache,Round Glasses,Hoodie,Hippie,None
795,Blue Buzz,Human,Dirty Beard,Normal_Eyes,Hoodie,Mushy Hair,Regular Earring
796,Purple City,Zombie,Brown Beard,Gangsta Shades,Hoodie,Curvy Hair,None
797,Sahara Desert,Human,Chop Stache,Round Glasses,Buddhist Robe,Curvy Hair,None
798,Desert Night,Human,Black Beard,Gangsta Shades,Philosopher's Robe,Asssasin Cut,None
799,Sahara Desert,Zombie,Black Beard,Round Glasses,Celestial Fit,Asssasin Cut,None
800,Blue Sky,Human,Brown Beard,Gangsta Shades,Philosopher's Robe,Viking Hat,None
801,Sahara Desert,Alien,Black Beard,Normal_Eyes,Jacket,Hippie,Regular Earring
802,Blue Buzz,Human,Dirty Beard,Eye Patch,Jacket,Pharaoh Hat,Gold Earring
803,Sahara Desert,Human,Shaolin Stache,Gangsta Shades,Jacket,Curvy Hair,None
804,Toxic Air,Human,Black Beard,Normal_Eyes,Jacket,Sombrero,None
805,Purple City,Human,Brown Beard,Eye Patch,Jacket,Mushy Hair,None
806,Sahara Desert,Human,Brown Beard,Normal_Eyes,Hoodie,Viking Hat,Regular Earring
807,Blue Sky,Human,Black Beard,3D Glasses,Philosopher's Robe,Sombrero,None
808,Blue Sky,Human,Chop Stache,Normal_Eyes,Pizza Shirt,Mushy Hair,None
809,Purple City,Human,Shaolin Stache,Zombie Eyes,Pizza Shirt,Sombrero,None
810,City Rooftop,Human,Black Beard,Eye Patch,Jacket,Asssasin Cut,Regular Earring
811,Desert Night,Human,Dirty Beard,Normal_Eyes,Hoodie,Mushy Hair,None
812,Blue Sky,Human,Dirty Beard,3D Glasses,Pizza Shirt,Curvy Hair,None
813,Blue Buzz,Human,Chop Stache,Gangsta Shades,Celestial Fit,Mushy Hair,None
814,Mountains,Alien,Chop Stache,Round Glasses,Assasin's Fit,Mushy Hair,None
815,City Rooftop,Zombie,Brown Beard,Round Glasses,Pizza Shirt,Curvy Hair,Regular Earring
816,Blue Sky,Zombie,Shaolin Stache,Normal_Eyes,Hoodie,Mushy Hair,Gold Chain
817,Purple City,Zombie,Brown Beard,Gangsta Shades,Jacket,Viking Hat,None
818,Starry Nights,Human,Black Beard,Laser Eyes,Pizza Shirt,Curvy Hair,Regular Earring
819,Purple City,Human,Brown Beard,Normal_Eyes,Philosopher's Robe,Sombrero,None
820,City Rooftop,Human,Brown Beard,Gangsta Shades,Buddhist Robe,Mushy Hair,None
821,Blue Buzz,Human,Chop Stache,Normal_Eyes,Jacket,Tarboush,None
822,City Rooftop,Human,Brown Beard,Round Glasses,Celestial Fit,Tarboush,Regular Earring
823,Toxic Air,Human,Chop Stache,Round Glasses,Pizza Shirt,Curvy Hair,None
824,Starry Nights,Human,Black Beard,Normal_Eyes,Assasin's Fit,Hippie,None
825,Sahara Desert,Human,Dirty Beard,Eye Patch,Philosopher's Robe,Sensei Hat,None
826,Purple City,Human,Chop Stache,Round Glasses,Jacket,Mushy Hair,Gold Chain
827,Desert Night,Human,Chop Stache,Eye Patch,Pizza Shirt,Sombrero,None
828,Blue Buzz,Human,Brown Beard,3D Glasses,Jacket,Asssasin Cut,None
829,Purple City,Human,Black Beard,Normal_Eyes,Jacket,Tarboush,None
830,Blue Sky,Human,Shaolin Stache,Gangsta Shades,Buddhist Robe,Curvy Hair,None
831,Starry Nights,Human,Dirty Beard,Gangsta Shades,Jacket,Curvy Hair,None
832,Sahara Desert,Human,Brown Beard,Eye Patch,Jacket,Hippie,Regular Earring
833,Blue Sky,Human,Brown Beard,Normal_Eyes,Philosopher's Robe,Curvy Hair,Gold Earring
834,Starry Nights,Human,Dirty Beard,Normal_Eyes,Roman Soldier Fit,Mushy Hair,None
835,Blue Sky,Human,Shaolin Stache,Gangsta Shades,Buddhist Robe,Mushy Hair,None
836,Sahara Desert,Human,Black Beard,Round Glasses,Pizza Shirt,Mushy Hair,None
837,Blue Sky,Human,Dirty Beard,Gangsta Shades,Jacket,Hippie,None
838,Mountains,Zombie,Chop Stache,Normal_Eyes,Philosopher's Robe,Mushy Hair,None
839,Blue Sky,Human,Black Beard,Normal_Eyes,Jacket,Asssasin Cut,Regular Earring
840,Purple City,Human,Dirty Beard,Eye Patch,Philosopher's Robe,Hippie,Face Paint
841,Purple City,Human,Brown Beard,Normal_Eyes,Pizza Shirt,Sombrero,None
842,Blue Sky,Human,Black Beard,Normal_Eyes,Philosopher's Robe,Hippie,None
843,Purple City,Zombie,Dirty Beard,Normal_Eyes,Pizza Shirt,Celestial Crown,None
844,Blue Buzz,Human,Brown Beard,Laser Eyes,Buddhist Robe,Tarboush,None
845,Beach,Human,Chop Stache,Eye Patch,Hoodie,Mushy Hair,Gold Earring
846,Purple City,Zombie,Black Beard,Normal_Eyes,Buddhist Robe,Hippie,Gold Earring
847,City Rooftop,Human,Brown Beard,Normal_Eyes,Philosopher's Robe,Curvy Hair,None
848,City Rooftop,Alien,Chop Stache,Normal_Eyes,Jacket,Turban,None
849,Purple City,Human,Black Beard,Normal_Eyes,Buddhist Robe,Mushy Hair,Regular Earring
850,Purple City,Alien,Wizard Beard,3D Glasses,Pizza Shirt,Mushy Hair,None
851,City Rooftop,Human,Chop Stache,Gangsta Shades,Pizza Shirt,Mushy Hair,None
852,Blue Sky,Human,Black Beard,3D Glasses,Pizza Shirt,Mushy Hair,None
853,City Rooftop,Zombie,Black Beard,Zombie Eyes,Philosopher's Robe,Tarboush,Regular Earring
854,Mountains,Human,Brown Beard,Round Glasses,Celestial Fit,Asssasin Cut,Regular Earring
855,City Rooftop,Human,Brown Beard,Gangsta Shades,Jacket,Curvy Hair,None
856,Purple City,Human,Dirty Beard,Normal_Eyes,Pizza Shirt,Turban,None
857,Toxic Air,Human,Chop Stache,Round Glasses,Hoodie,Sombrero,Gold Chain
858,Blue Buzz,Zombie,Brown Beard,Normal_Eyes,Philosopher's Robe,Tarboush,None
859,Beach,Alien,Chop Stache,Normal_Eyes,Jacket,Asssasin Cut,Face Paint
860,Desert Night,Human,Wizard Beard,Normal_Eyes,Pizza Shirt,Tarboush,None
861,Blue Buzz,Human,Shaolin Stache,Round Glasses,Pizza Shirt,Curvy Hair,Regular Earring
862,Mountains,Alien,Dirty Beard,Normal_Eyes,Philosopher's Robe,Hippie,Regular Earring
863,Purple City,Human,Dirty Beard,Normal_Eyes,Pizza Shirt,Hippie,None
864,Desert Night,Human,Chop Stache,Round Glasses,Philosopher's Robe,Hippie,None
865,Purple City,Human,Dirty Beard,Normal_Eyes,Pizza Shirt,Tarboush,None
866,Blue Sky,Zombie,Dirty Beard,3D Glasses,Philosopher's Robe,Tarboush,Regular Earring
867,Blue Buzz,Human,Dirty Beard,Normal_Eyes,Hoodie,Tarboush,None
868,Blue Buzz,Human,Brown Beard,Normal_Eyes,Philosopher's Robe,Hippie,None
869,Sahara Desert,Human,Black Beard,Round Glasses,Pizza Shirt,Sheikh Hat,None
870,Blue Buzz,Human,Wizard Beard,Normal_Eyes,Jacket,Mushy Hair,Regular Earring
871,Purple City,Human,Black Beard,Normal_Eyes,Assasin's Fit,Mushy Hair,None
872,Starry Nights,Zombie,Dirty Beard,Normal_Eyes,Jacket,Asssasin Cut,None
873,Sahara Desert,Alien,Dirty Beard,Normal_Eyes,Jacket,Viking Hat,Regular Earring
874,Sahara Desert,Human,Black Beard,Normal_Eyes,Hoodie,Sensei Hat,None
875,Toxic Air,Zombie,Brown Beard,3D Glasses,Pizza Shirt,Asssasin Cut,Gold Earring
876,Toxic Air,Zombie,Chop Stache,Normal_Eyes,Pizza Shirt,Turban,None
877,City Rooftop,Human,Black Beard,Eye Patch,Assasin's Fit,Tarboush,None
878,City Rooftop,Human,Black Beard,Eye Patch,Pizza Shirt,Viking Hat,None
879,City Rooftop,Human,Dirty Beard,Round Glasses,Celestial Fit,Tarboush,None
880,Beach,Alien,Black Beard,Normal_Eyes,Jacket,Mushy Hair,None
881,Blue Buzz,Human,Brown Beard,Normal_Eyes,Pizza Shirt,Mushy Hair,None
882,Beach,Human,Shaolin Stache,Normal_Eyes,Jacket,Sombrero,Gold Chain
883,Toxic Air,Human,Chop Stache,Normal_Eyes,Celestial Fit,Mushy Hair,None
884,Desert Night,Zombie,Brown Beard,Normal_Eyes,Jacket,Celestial Crown,None
885,Blue Buzz,Alien,Chop Stache,Normal_Eyes,Buddhist Robe,Turban,None
886,Sahara Desert,Human,Brown Beard,Round Glasses,Buddhist Robe,Tarboush,None
887,Blue Sky,Alien,Chop Stache,Normal_Eyes,Hoodie,Curvy Hair,None
888,Blue Buzz,Human,Shaolin Stache,Normal_Eyes,Jacket,Asssasin Cut,Gold Earring
889,Toxic Air,Human,Chop Stache,Eye Patch,Pizza Shirt,Hippie,None
890,Purple City,Zombie,Black Beard,Round Glasses,Philosopher's Robe,Curvy Hair,None
891,Toxic Air,Human,Black Beard,Zombie Eyes,Pizza Shirt,Viking Hat,None
892,Blue Buzz,Alien,Brown Beard,Round Glasses,Philosopher's Robe,Mushy Hair,None
893,Blue Sky,Human,Chop Stache,Normal_Eyes,Pizza Shirt,Pharaoh Hat,None
894,Sahara Desert,Zombie,Dirty Beard,Normal_Eyes,Jacket,Celestial Crown,Gold Earring
895,Beach,Human,Brown Beard,Normal_Eyes,Hoodie,Tarboush,None
896,Mountains,Human,Shaolin Stache,Normal_Eyes,Hoodie,Tarboush,None
897,Purple City,Human,Black Beard,Normal_Eyes,Philosopher's Robe,Celestial Crown,Face Paint
898,Toxic Air,Human,Chop Stache,Gangsta Shades,Assasin's Fit,Tarboush,None
899,Purple City,Zombie,Shaolin Stache,Normal_Eyes,Jacket,Tarboush,None
900,Purple City,Human,Black Beard,Normal_Eyes,Hoodie,Curvy Hair,None
901,Beach,Human,Dirty Beard,3D Glasses,Assasin's Fit,Sensei Hat,Face Paint
902,Blue Sky,Alien,Black Beard,Normal_Eyes,Hoodie,Mushy Hair,Face Paint
903,Starry Nights,Human,Chop Stache,Laser Eyes,Jacket,Curvy Hair,None
904,Blue Buzz,Zombie,Brown Beard,Gangsta Shades,Hoodie,Celestial Crown,None
905,City Rooftop,Human,Brown Beard,Round Glasses,Buddhist Robe,Mushy Hair,None
906,Blue Buzz,Alien,Dirty Beard,Normal_Eyes,Buddhist Robe,Mushy Hair,Gold Chain
907,Blue Buzz,Human,Black Beard,Normal_Eyes,Jacket,Celestial Crown,None
908,Desert Night,Alien,Dirty Beard,Round Glasses,Philosopher's Robe,Celestial Crown,None
909,Blue Sky,Human,Wizard Beard,Normal_Eyes,Jacket,Sensei Hat,None
910,Mountains,Alien,Dirty Beard,Normal_Eyes,Assasin's Fit,Mushy Hair,None
911,Blue Buzz,Zombie,Wizard Beard,Normal_Eyes,Pizza Shirt,Sombrero,Face Paint
912,Mountains,Human,Wizard Beard,Normal_Eyes,Philosopher's Robe,Tarboush,None
913,Purple City,Human,Dirty Beard,Normal_Eyes,Hoodie,Hippie,Gold Chain
914,Blue Buzz,Human,Brown Beard,Gangsta Shades,Hoodie,Hippie,Regular Earring
915,Purple City,Human,Black Beard,Round Glasses,Hoodie,Curvy Hair,None
916,Sahara Desert,Human,Chop Stache,Gangsta Shades,Buddhist Robe,Celestial Crown,Gold Earring
