,background,skin,facial hair,eyes,outfit,hats,accessories
608,Sahara Desert,Human,Dirty Beard,Normal_Eyes,Assasin's Fit,Tarboush,None
609,Blue Sky,Human,Black Beard,Eye Patch,Hoodie,Celestial Crown,None
610,Toxic Air,Alien,Black Beard,Normal_Eyes,Pizza Shirt,Tarboush,None
611,Beach,Human,Shaolin Stache,Zombie Eyes,Hoodie,Sensei Hat,None
612,Blue Sky,Human,Chop Stache,Gangsta Shades,Hoodie,Hippie,Regular Earring
613,Blue Sky,Human,Brown Beard,Normal_Eyes,Pizza Shirt,Tarboush,None
614,Hallucinations,Human,Chop Stache,Gangsta Shades,Jacket,Tarboush,None
615,Blue Buzz,Human,Black Beard,Normal_Eyes,Hoodie,Sensei Hat,None
616,Blue Sky,Human,Chop Stache,Zap Shades,Buddhist Robe,Sensei Hat,None
617,City Rooftop,Zombie,Chop Stache,Normal_Eyes,Jacket,Hippie,None
618,Beach,Zombie,Wizard Beard,3D Glasses,Pizza Shirt,Mushy Hair,None
619,City Rooftop,Human,Dirty Beard,Gangsta Shades,Hoodie,Tarboush,None
620,Starry Nights,Human,Dirty Beard,Normal_Eyes,Buddhist Robe,Sensei Hat,None
621,City Rooftop,Human,Dirty Beard,Eye Patch,Buddhist Robe,Turban,Face Paint
622,Blue Buzz,Human,Chop Stache,Normal_Eyes,Buddhist Robe,Sensei Hat,None
623,Sahara Desert,Human,Brown Beard,Zombie Eyes,Philosopher's Robe,Tarboush,None
624,Blue Sky,Human,Chop Stache,3D Glasses,Buddhist Robe,Asssasin Cut,None
625,Blue Buzz,Human,Black Beard,Round Glasses,Hoodie,Mushy Hair,None
626,Beach,Zombie,Chop Stache,Normal_Eyes,Pizza Shirt,Turban,None
627,Blue Buzz,Human,Wizard Beard,Normal_Eyes,Philosopher's Robe,Mushy Hair,None
628,Purple City,Zombie,Dirty Beard,Normal_Eyes,Celestial Fit,Sheikh Hat,None
629,Mountains,Human,Dirty Beard,Round Glasses,Buddhist Robe,Viking Hat,None
630,Blue Buzz,Human,Brown Beard,Eye Patch,Hoodie,Sensei Hat,None
631,Mountains,Human,Black Beard,Gangsta Shades,Pizza Shirt,Sheikh Hat,Regular Earring
632,Toxic Air,Human,Shaolin Stache,Normal_Eyes,Jacket,Sheikh Hat,None
633,Beach,Human,Brown Beard,Normal_Eyes,Jacket,Hippie,None
634,Desert Night,Human,Dirty Beard,Round Glasses,Hoodie,Tarboush,None
635,City Rooftop,Human,Shaolin Stache,Normal_Eyes,Philosopher's Robe,Curvy Hair,None
636,Purple City,Human,Black Beard,Zap Shades,Jacket,Celestial Crown,Regular Earring
637,Purple City,Human,Brown Beard,Normal_Eyes,Jacket,Tarboush,None
638,Greek Symposium,Human,Brown Beard,Normal_Eyes,Buddhist Robe,Curvy Hair,Face Paint
639,Blue Buzz,Human,Black Beard,Normal_Eyes,Pizza Shirt,Curvy Hair,Gold Earring
640,Sahara Desert,Human,Chop Stache,Eye Patch,Philosopher's Robe,Curvy Hair,Face Paint
641,Beach,Human,Dirty Beard,Eye Patch,Assasin's Fit,Tarboush,None
642,Blue Buzz,Human,Dirty Beard,Normal_Eyes,Buddhist Robe,Tarboush,None
643,Blue Buzz,Human,Brown Beard,Snorkeler Kit,Philosopher's Robe,Mushy Hair,None
644,Purple City,Human,Wizard Beard,Normal_Eyes,Assasin's Fit,Asssasin Cut,Face Paint
645,Blue Sky,Zombie,Dirty Beard,Zap Shades,Hoodie,Tarboush,Regular Earring
646,Mountains,Human,Black Beard,Normal_Eyes,Philosopher's Robe,Viking Hat,Face Paint
647,Toxic Air,Human,Chop Stache,Gangsta Shades,Hoodie,Curvy Hair,Regular Earring
648,Sahara Desert,Human,Wizard Beard,Normal_Eyes,Hoodie,Sombrero,Regular Earring
649,City Rooftop,Human,Chop Stache,Normal_Eyes,Pizza Shirt,Hippie,None
650,City Rooftop,Human,Black Beard,Normal_Eyes,Jacket,Curvy Hair,None
651,Mountains,Human,Brown Beard,Normal_Eyes,Pizza Shirt,Hippie,None
652,Beach,Human,Brown Beard,Normal_Eyes,Hoodie,Mushy Hair,Face Paint
653,Blue Sky,Human,Brown Beard,Round Glasses,Hoodie,Celestial Crown,None
654,Blue Buzz,Human,Dirty Beard,Normal_Eyes,Hoodie,Curvy Hair,None
655,Blue Sky,Human,Brown Beard,Normal_Eyes,Buddhist Robe,Tarboush,None
656,City Rooftop,Alien,Shaolin Stache,Gangsta Shades,Philosopher's Robe,Tarboush,None
657,Blue Buzz,Human,Dirty Beard,Normal_Eyes,Celestial Fit,Curvy Hair,None
658,Blue Buzz,Alien,Black Beard,Round Glasses,Celestial Fit,Mushy Hair,None
659,City Rooftop,Human,Chop Stache,Round Glasses,Jacket,Hippie,None
660,Purple City,Alien,Brown Beard,Gangsta Shades,Assasin's Fit,Tarboush,None
661,Starry Nights,Zombie,Wizard Beard,3D Glasses,Hoodie,Viking Hat,None
662,Purple City,Human,Black Beard,Normal_Eyes,Hoodie,Turban,Face Paint
663,Blue Buzz,Zombie,Brown Beard,Round Glasses,Hoodie,Viking Hat,None
664,Hallucinations,Human,Black Beard,Normal_Eyes,Jacket,Tarboush,None
665,City Rooftop,Human,Chop Stache,Normal_Eyes,Hoodie,Viking Hat,Regular Earring
666,City Rooftop,Human,Black Beard,Normal_Eyes,Assasin's Fit,Mushy Hair,None
667,Blue Buzz,Zombie,Chop Stache,Normal_Eyes,Philosopher's Robe,Celestial Crown,None
668,City Rooftop,Human,Chop Stache,Normal_Eyes,Celestial Fit,Hippie,None
669,City Rooftop,Human,Wizard Beard,Gangsta Shades,Pizza Shirt,Curvy Hair,Regular Earring
670,Purple City,Zombie,Brown Beard,Normal_Eyes,Hoodie,Sombrero,Regular Earring
671,Blue Buzz,Human,Black Beard,Gangsta Shades,Buddhist Robe,Hippie,None
672,Toxic Air,Human,Brown Beard,Round Glasses,Philosopher's Robe,Turban,None
673,Purple City,Human,Black Beard,Normal_Eyes,Philosopher's Robe,Asssasin Cut,Face Paint
674,City Rooftop,Zombie,Black Beard,Normal_Eyes,Pizza Shirt,Tarboush,None
675,Purple City,Human,Chop Stache,Normal_Eyes,Hoodie,Tarboush,None
676,Blue Sky,Human,Brown Beard,Normal_Eyes,Pizza Shirt,Asssasin Cut,None
677,Sahara Desert,Human,Black Beard,Gangsta Shades,Buddhist Robe,Turban,Face Paint
678,Blue Sky,Zombie,Chop Stache,Normal_Eyes,Philosopher's Robe,Curvy Hair,None
679,Blue Sky,Human,Wizard Beard,Normal_Eyes,Philosopher's Robe,Sensei Hat,Regular Earring
680,Starry Nights,Human,Black Beard,Round Glasses,Hoodie,Hippie,None
681,Blue Buzz,Human,Chop Stache,3D Glasses,Hoodie,Turban,Regular Earring
682,Beach,Human,Shaolin Stache,Normal_Eyes,Pizza Shirt,Sombrero,Regular Earring
683,Beach,Human,Shaolin Stache,Normal_Eyes,Philosopher's Robe,Curvy Hair,None
684,Starry Nights,Human,Brown Beard,Gangsta Shades,Buddhist Robe,Turban,Gold Earring
685,Blue Sky,Human,Brown Beard,Eye Patch,Philosopher's Robe,Viking Hat,Face Paint
686,Blue Sky,Human,Black Beard,Normal_Eyes,Philosopher's Robe,Turban,None
687,Hallucinations,Human,Black Beard,Round Glasses,Jacket,Tarboush,Gold Earring
688,Beach,Human,Chop Stache,3D Glasses,Pizza Shirt,Curvy Hair,Gold Chain
689,Toxic Air,Human,Brown Beard,Gangsta Shades,Jacket,Tarboush,None
690,Purple City,Zombie,Chop Stache,Gangsta Shades,Jacket,Mushy Hair,Face Paint
691,City Rooftop,Human,Dirty Beard,Normal_Eyes,Celestial Fit,Mushy Hair,Regular Earring
692,Purple City,Zombie,Brown Beard,Normal_Eyes,Celestial Fit,Mushy Hair,Regular Earring
693,Toxic Air,Zombie,Brown Beard,Normal_Eyes,Hoodie,Sombrero,None
694,Beach,Human,Chop Stache,Normal_Eyes,Buddhist Robe,Curvy Hair,None
695,Blue Sky,Alien,Brown Beard,Normal_Eyes,Philosopher's Robe,Tarboush,None
696,City Rooftop,Human,Black Beard,Gangsta Shades,Pizza Shirt,Sheikh Hat,None
697,Blue Sky,Human,Dirty Beard,Gangsta Shades,Buddhist Robe,Pharaoh Hat,Face Paint
698,Purple City,Human,Dirty Beard,Normal_Eyes,Hoodie,Mushy Hair,Regular Earring
699,Blue Buzz,Zombie,Black Beard,Normal_Eyes,Hoodie,Turban,Regular Earring
700,Starry Nights,Human,Black Beard,Normal_Eyes,Buddhist Robe,Hippie,Regular Earring
701,Desert Night,Human,Shaolin Stache,Normal_Eyes,Pizza Shirt,Viking Hat,Gold Chain
702,City Rooftop,Human,Brown Beard,Laser Eyes,Jacket,Sheikh Hat,None
703,Blue Sky,Alien,Shaolin Stache,Round Glasses,Hoodie,Mushy Hair,Face Paint
704,City Rooftop,Alien,Dirty Beard,Normal_Eyes,Jacket,Hippie,Gold Chain
705,Beach,Human,Brown Beard,Normal_Eyes,Hoodie,Mushy Hair,None
706,City Rooftop,Alien,Brown Beard,Normal_Eyes,Pizza Shirt,Curvy Hair,Face Paint
707,City Rooftop,Human,Black Beard,Gangsta Shades,Jacket,Mushy Hair,None
708,City Rooftop,Zombie,Brown Beard,Round Glasses,Pizza Shirt,Mushy Hair,None
709,Mountains,Human,Chop Stache,Eye Patch,Philosopher's Robe,Tarboush,None
710,City Rooftop,Human,Black Beard,Normal_Eyes,Pizza Shirt,Turban,None
711,City Rooftop,Human,Dirty Beard,3D Glasses,Assasin's Fit,Mushy Hair,Regular Earring
712,Blue Sky,Zombie,Brown Beard,Gangsta Shades,Jacket,Curvy Hair,None
713,Blue Sky,Human,Shaolin Stache,Eye Patch,Philosopher's Robe,Mushy Hair,None
714,City Rooftop,Human,Dirty Beard,Gangsta Shades,Celestial Fit,Hippie,Regular Earring
715,Purple City,Zombie,Chop Stache,Gangsta Shades,Hoodie,Curvy Hair,Regular Earring
716,City Rooftop,Human,Chop Stache,Normal_Eyes,Buddhist Robe,Sensei Hat,Face Paint
717,Starry Nights,Human,Black Beard,Normal_Eyes,Philosopher's Robe,Curvy Hair,Regular Earring
718,City Rooftop,Zombie,Brown Beard,Normal_Eyes,Philosopher's Robe,Mushy Hair,None
719,Beach,Human,Brown Beard,Round Glasses,Pizza Shirt,Tarboush,Gold Chain
720,City Rooftop,Zombie,Chop Stache,Laser Eyes,Buddhist Robe,Tarboush,None
721,Purple City,Human,Dirty Beard,Normal_Eyes,Pizza Shirt,Mushy Hair,Regular Earring
722,Beach,Human,Chop Stache,Eye Patch,Buddhist Robe,Sensei Hat,None
723,Sahara Desert,Human,Wizard Beard,Normal_Eyes,Hoodie,Tarboush,None
724,Beach,Human,Dirty Beard,Gangsta Shades,Philosopher's Robe,Tarboush,None
725,Toxic Air,Human,Black Beard,Round Glasses,Buddhist Robe,Sensei Hat,None
726,Purple City,Human,Wizard Beard,Gangsta Shades,Buddhist Robe,Hippie,Gold Chain
727,Purple City,Zombie,Dirty Beard,Normal_Eyes,Jacket,Hippie,None
728,Starry Nights,Human,Brown Beard,Zombie Eyes,Pizza Shirt,Hippie,None
729,Blue Sky,Human,Chop Stache,Gangsta Shades,Jacket,Tarboush,Regular Earring
730,City Rooftop,Human,Brown Beard,Normal_Eyes,Pizza Shirt,Tarboush,Gold Chain
731,Toxic Air,Human,Black Beard,Gangsta Shades,Hoodie,Turban,Gold Chain
732,City Rooftop,Human,Shaolin Stache,Gangsta Shades,Philosopher's Robe,Asssasin Cut,Regular Earring
733,Beach,Human,Chop Stache,Normal_Eyes,Jacket,Turban,Face Paint
734,Purple City,Human,Dirty Beard,Normal_Eyes,Jacket,Curvy Hair,Regular Earring
735,Purple City,Human,Dirty Beard,Normal_Eyes,Philosopher's Robe,Hippie,Face Paint
736,Blue Sky,Human,Black Beard,Normal_Eyes,Pizza Shirt,Sombrero,None
737,Toxic Air,Zombie,Brown Beard,Normal_Eyes,Pizza Shirt,Hippie,Gold Chain
738,Purple City,Zombie,Black Beard,Normal_Eyes,Celestial Fit,Tarboush,None
739,Purple City,Zombie,Dirty Beard,Normal_Eyes,Assasin's Fit,Tarboush,None
740,Greek Symposium,Human,Black Beard,Round Glasses,Pizza Shirt,Asssasin Cut,Face Paint
741,City Rooftop,Human,Black Beard,Normal_Eyes,Jacket,Asssasin Cut,None
742,Blue Sky,Alien,Black Beard,Normal_Eyes,Pizza Shirt,Hippie,Regular Earring
743,Sahara Desert,Zombie,Brown Beard,Normal_Eyes,Hoodie,Mushy Hair,Face Paint
744,Blue Buzz,Alien,Dirty Beard,Round Glasses,Buddhist Robe,Asssasin Cut,None
745,Blue Sky,Human,Brown Beard,Round Glasses,Philosopher's Robe,Tarboush,None
746,Blue Buzz,Zombie,Black Beard,Round Glasses,Philosopher's Robe,Sensei Hat,Gold Chain
747,Greek Symposium,Human,Black Beard,Snorkeler Kit,Buddhist Robe,Tarboush,None
748,Sahara Desert,Human,Black Beard,Normal_Eyes,Jacket,Asssasin Cut,None
749,Blue Sky,Human,Shaolin Stache,Normal_Eyes,Buddhist Robe,Viking Hat,None
750,Blue Sky,Human,Brown Beard,Round Glasses,Jacket,Asssasin Cut,None
751,City Rooftop,Zombie,Dirty Beard,Normal_Eyes,Philosopher's Robe,Sensei Hat,None
752,Blue Sky,Human,Dirty Beard,Normal_Eyes,Pizza Shirt,Hippie,None
753,Blue Buzz,Zombie,Chop Stache,Normal_Eyes,Jacket,Sombrero,None
754,Blue Buzz,Human,Brown Beard,Normal_Eyes,Assasin's Fit,Mushy Hair,None
755,Blue Buzz,Human,Dirty Beard,Zombie Eyes,Hoodie,Tarboush,Gold Chain
756,Blue Buzz,Human,Dirty Beard,Gangsta Shades,Hoodie,Curvy Hair,Regular Earring
757,City Rooftop,Human,Black Beard,Round Glasses,Pizza Shirt,Curvy Hair,Gold Earring
758,City Rooftop,Human,Shaolin Stache,Round Glasses,Buddhist Robe,Sombrero,Face Paint
759,Beach,Human,Dirty Beard,Normal_Eyes,Philosopher's Robe,Curvy Hair,None
760,City Rooftop,Human,Black Beard,Gangsta Shades,Buddhist Robe,Mushy Hair,None
761,Greek Symposium,Human,Black Beard,Eye Patch,Philosopher's Robe,Hippie,None
762,City Rooftop,Human,Dirty Beard,Gangsta Shades,Jacket,Curvy Hair,None
763,Sahara Desert,Alien,Chop Stache,Normal_Eyes,Pizza Shirt,Curvy Hair,Face Paint
764,Blue Sky,Alien,Black Beard,Normal_Eyes,Hoodie,Sombrero,Regular Earring
765,Blue Sky,Human,Chop Stache,Gangsta Shades,Philosopher's Robe,Viking Hat,Face Paint
766,Purple City,Human,Brown Beard,Normal_Eyes,Jacket,Sensei Hat,Gold Chain
767,Blue Buzz,Human,Chop Stache,Eye Patch,Philosopher's Robe,Sheikh Hat,None
768,Blue Sky,Human,Dirty Beard,Normal_Eyes,Jacket,Tarboush,None
769,Sahara Desert,Alien,Chop Stache,Round Glasses,Buddhist Robe,Curvy Hair,Face Paint
770,Blue Buzz,Human,Brown Beard,Normal_Eyes,Philosopher's Robe,Curvy Hair,None
771,Blue Buzz,Human,Black Beard,Gangsta Shades,Philosopher's Robe,Tarboush,None
772,Blue Buzz,Human,Shaolin Stache,Normal_Eyes,Jacket,Sensei Hat,None
773,Blue Sky,Zombie,Brown Beard,Normal_Eyes,Celestial Fit,Curvy Hair,None
774,Purple City,Alien,Brown Beard,Normal_Eyes,Philosopher's Robe,Sensei Hat,None
775,Blue Sky,Human,Black Beard,Round Glasses,Buddhist Robe,Viking Hat,Gold Chain
776,Purple City,Human,Brown Beard,Round Glasses,Pizza Shirt,Eagle Feather Hat,Regular Earring
777,Purple City,Human,Brown Beard,Round Glasses,Pizza Shirt,Hippie,None
778,Blue Buzz,Human,Brown Beard,Normal_Eyes,Pizza Shirt,Tarboush,None
779,Blue Buzz,Human,Brown Beard,Normal_Eyes,Pizza Shirt,Curvy Hair,Face Paint
780,Toxic Air,Human,Chop Stache,Normal_Eyes,Philosopher's Robe,Hippie,None
781,Desert Night,Zombie,Chop Stache,Normal_Eyes,Philosopher's Robe,Hippie,Gold Chain
782,Mountains,Human,Dirty Beard,Round Glasses,Pizza Shirt,Curvy Hair,None
783,Purple City,Human,Chop Stache,Normal_Eyes,Pizza Shirt,Sensei Hat,Regular Earring
784,Sahara Desert,Human,Dirty Beard,Normal_Eyes,Hoodie,Asssasin Cut,Face Paint
785,City Rooftop,Human,Brown Beard,Normal_Eyes,Philosopher's Robe,Hippie,Face Paint
786,Mountains,Human,Brown Beard,Normal_Eyes,Hoodie,Tarboush,None
787,Blue Sky,Human,Black Beard,3D Glasses,Hoodie,Mushy Hair,None
788,Blue Buzz,Human,Black Beard,Normal_Eyes,Pizza Shirt,Mushy Hair,Regular Earring
789,City Rooftop,Human,Dirty Beard,Round Glasses,Assasin's Fit,Tarboush,Gold Earring
790,Hallucinations,Human,Shaolin Stache,Round Glasses,Buddhist Robe,Sombrero,None
791,Mountains,Human,Black Beard,Gangsta Shades,Pizza Shirt,Sombrero,None
792,City Rooftop,Human,Dirty Beard,3D Glasses,Buddhist Robe,Hippie,Gold Chain
793,Purple City,Human,Black Beard,Normal_Eyes,Philosopher's Robe,Curvy Hair,None
794,Purple City,Human,Black Beard,Eye Patch,Buddhist Robe,Turban,None
795,City Rooftop,Alien,Dirty Beard,Gangsta Shades,Philosopher's Robe,Celestial Crown,None
796,City Rooftop,Zombie,Black Beard,Normal_Eyes,Philosopher's Robe,Sombrero,Regular Earring
797,Beach,Human,Black Beard,Round Glasses,Hoodie,Hippie,None
798,Blue Sky,Zombie,Dirty Beard,Normal_Eyes,Hoodie,Curvy Hair,None
799,Toxic Air,Alien,Black Beard,Gangsta Shades,Buddhist Robe,Hippie,None
800,Purple City,Human,Chop Stache,Normal_Eyes,Philosopher's Robe,Mushy Hair,None
801,Blue Sky,Human,Black Beard,Normal_Eyes,Jacket,Hippie,None
802,Blue Buzz,Human,Black Beard,Normal_Eyes,Buddhist Robe,Sombrero,Regular Earring
803,Blue Sky,Zombie,Chop Stache,Gangsta Shades,Hoodie,Curvy Hair,None
804,Mountains,Human,Shaolin Stache,Round Glasses,Buddhist Robe,Hippie,None
805,Starry Nights,Human,Shaolin Stache,Normal_Eyes,Jacket,Celestial Crown,None
806,Sahara Desert,Human,Black Beard,Normal_Eyes,Jacket,Hippie,Regular Earring
807,Blue Buzz,Alien,Wizard Beard,Normal_Eyes,Buddhist Robe,Mushy Hair,None
808,Desert Night,Zombie,Chop Stache,Eye Patch,Jacket,Tarboush,None
809,Sahara Desert,Human,Chop Stache,Normal_Eyes,Celestial Fit,Sheikh Hat,None
810,Blue Sky,Human,Dirty Beard,Zombie Eyes,Pizza Shirt,Mushy Hair,Gold Earring
811,City Rooftop,Human,Black Beard,Normal_Eyes,Philosopher's Robe,Mushy Hair,None
812,City Rooftop,Zombie,Chop Stache,Normal_Eyes,Celestial Fit,Curvy Hair,Regular Earring
813,Blue Buzz,Human,Wizard Beard,Round Glasses,Jacket,Mushy Hair,None
814,Blue Sky,Human,Black Beard,Zombie Eyes,Jacket,Mushy Hair,Regular Earring
815,Blue Buzz,Zombie,Brown Beard,Normal_Eyes,Buddhist Robe,Hippie,None
816,Blue Sky,Human,Black Beard,Normal_Eyes,Hoodie,Hippie,None
817,Blue Sky,Human,Brown Beard,Eye Patch,Pizza Shirt,Viking Hat,Regular Earring
818,City Rooftop,Human,Chop Stache,Normal_Eyes,Philosopher's Robe,Mushy Hair,None
819,Blue Buzz,Human,Black Beard,Normal_Eyes,Buddhist Robe,Tarboush,Regular Earring
820,City Rooftop,Human,Chop Stache,Normal_Eyes,Buddhist Robe,Tarboush,None
821,City Rooftop,Alien,Chop Stache,Gangsta Shades,Hoodie,Viking Hat,None
822,Purple City,Human,Dirty Beard,3D Glasses,Pizza Shirt,Tarboush,None
823,Mountains,Human,Chop Stache,Gangsta Shades,Philosopher's Robe,Mushy Hair,None
824,Blue Buzz,Human,Brown Beard,Gangsta Shades,Pizza Shirt,Celestial Crown,None
825,Toxic Air,Human,Chop Stache,3D Glasses,Jacket,Asssasin Cut,Regular Earring
826,Blue Buzz,Human,Dirty Beard,Round Glasses,Buddhist Robe,Viking Hat,Face Paint
827,City Rooftop,Human,Black Beard,3D Glasses,Philosopher's Robe,Hippie,None
828,City Rooftop,Human,Brown Beard,Normal_Eyes,Buddhist Robe,Sensei Hat,Face Paint
829,Toxic Air,Alien,Brown Beard,Normal_Eyes,Celestial Fit,Mushy Hair,Gold Chain
830,Toxic Air,Human,Black Beard,Normal_Eyes,Hoodie,Tarboush,None
831,Toxic Air,Human,Black Beard,Gangsta Shades,Buddhist Robe,Hippie,None
832,Blue Sky,Zombie,Brown Beard,Normal_Eyes,Buddhist Robe,Viking Hat,Face Paint
833,Mountains,Alien,Chop Stache,Gangsta Shades,Pizza Shirt,Sombrero,None
834,Purple City,Human,Chop Stache,Zombie Eyes,Hoodie,Hippie,None
835,City Rooftop,Human,Chop Stache,Snorkeler Kit,Jacket,Sombrero,None
836,Blue Buzz,Human,Black Beard,Normal_Eyes,Hoodie,Viking Hat,Regular Earring
837,Beach,Human,Dirty Beard,Round Glasses,Philosopher's Robe,Asssasin Cut,None
838,Toxic Air,Human,Brown Beard,Normal_Eyes,Philosopher's Robe,Mushy Hair,None
839,Toxic Air,Zombie,Black Beard,Gangsta Shades,Pizza Shirt,Asssasin Cut,Regular Earring
840,Blue Sky,Human,Black Beard,Normal_Eyes,Jacket,Tarboush,None
841,Purple City,Human,Dirty Beard,Laser Eyes,Celestial Fit,Viking Hat,None
842,City Rooftop,Human,Dirty Beard,3D Glasses,Jacket,Curvy Hair,None
843,City Rooftop,Human,Chop Stache,Gangsta Shades,Philosopher's Robe,Hippie,None
844,Mountains,Zombie,Chop Stache,Gangsta Shades,Assasin's Fit,Eagle Feather Hat,None
845,Blue Sky,Alien,Black Beard,Gangsta Shades,Hoodie,Asssasin Cut,None
846,Purple City,Human,Brown Beard,Normal_Eyes,Hoodie,Sombrero,None
847,Desert Night,Human,Dirty Beard,Normal_Eyes,Pizza Shirt,Celestial Crown,None
848,Starry Nights,Human,Dirty Beard,Gangsta Shades,Philosopher's Robe,Hippie,None
849,Blue Buzz,Human,Black Beard,Normal_Eyes,Buddhist Robe,Hippie,None
850,Blue Buzz,Human,Black Beard,Normal_Eyes,Jacket,Tarboush,None
851,Purple City,Human,Dirty Beard,Laser Eyes,Jacket,Curvy Hair,None
852,Toxic Air,Human,Dirty Beard,Laser Eyes,Pizza Shirt,Sombrero,None
853,Blue Sky,Human,Chop Stache,Normal_Eyes,Jacket,Mushy Hair,None
854,Blue Buzz,Zombie,Chop Stache,Eye Patch,Buddhist Robe,Mushy Hair,None
855,Starry Nights,Human,Brown Beard,Round Glasses,Buddhist Robe,Hippie,None
856,Purple City,Human,Chop Stache,Normal_Eyes,Hoodie,Viking Hat,None
857,Purple City,Human,Dirty Beard,Eye Patch,Philosopher's Robe,Mushy Hair,Regular Earring
858,Toxic Air,Human,Shaolin Stache,3D Glasses,Philosopher's Robe,Mushy Hair,None
859,City Rooftop,Human,Brown Beard,Gangsta Shades,Buddhist Robe,Hippie,None
860,Starry Nights,Human,Dirty Beard,Round Glasses,Philosopher's Robe,Mushy Hair,None
861,Blue Sky,Human,Shaolin Stache,Normal_Eyes,Hoodie,Hippie,Gold Earring
862,Blue Sky,Human,Brown Beard,Normal_Eyes,Philosopher's Robe,Curvy Hair,None
863,Purple City,Human,Chop Stache,Normal_Eyes,Pizza Shirt,Tarboush,None
864,City Rooftop,Human,Chop Stache,Round Glasses,Jacket,Curvy Hair,None
865,Starry Nights,Human,Brown Beard,Eye Patch,Hoodie,Celestial Crown,None
866,Toxic Air,Human,Dirty Beard,Normal_Eyes,Buddhist Robe,Tarboush,Regular Earring
867,Blue Buzz,Human,Chop Stache,3D Glasses,Celestial Fit,Mushy Hair,None
868,City Rooftop,Human,Brown Beard,Normal_Eyes,Pizza Shirt,Curvy Hair,None
869,City Rooftop,Zombie,Chop Stache,Normal_Eyes,Celestial Fit,Curvy Hair,None
870,City Rooftop,Human,Dirty Beard,Round Glasses,Hoodie,Curvy Hair,Face Paint
871,Purple City,Human,Black Beard,Normal_Eyes,Hoodie,Viking Hat,Regular Earring
872,City Rooftop,Human,Chop Stache,Normal_Eyes,Hoodie,Mushy Hair,None
873,City Rooftop,Human,Brown Beard,Snorkeler Kit,Buddhist Robe,Mushy Hair,None
874,Blue Sky,Human,Black Beard,Normal_Eyes,Buddhist Robe,Turban,None
875,Purple City,Human,Wizard Beard,Zombie Eyes,Hoodie,Curvy Hair,None
876,Sahara Desert,Human,Brown Beard,Eye Patch,Jacket,Hippie,Gold Chain
877,Beach,Human,Chop Stache,3D Glasses,Assasin's Fit,Sombrero,None
878,Blue Sky,Human,Chop Stache,Gangsta Shades,Pizza Shirt,Asssasin Cut,Gold Earring
879,Blue Buzz,Zombie,Black Beard,Normal_Eyes,Pizza Shirt,Sombrero,None
880,Blue Sky,Zombie,Brown Beard,Normal_Eyes,Buddhist Robe,Sensei Hat,Face Paint
881,Blue Buzz,Human,Black Beard,Eye Patch,Pizza Shirt,Sombrero,None
882,Blue Sky,Human,Chop Stache,Normal_Eyes,Hoodie,Mushy Hair,None
883,City Rooftop,Zombie,Black Beard,Normal_Eyes,Buddhist Robe,Curvy Hair,None
884,Beach,Zombie,Black Beard,Round Glasses,Philosopher's Robe,Hippie,None
885,Blue Buzz,Human,Brown Beard,Gangsta Shades,Buddhist Robe,Hippie,None
886,Purple City,Human,Dirty Beard,3D Glasses,Celestial Fit,Tarboush,None
887,City Rooftop,Human,Brown Beard,Normal_Eyes,Jacket,Sombrero,Face Paint
888,Toxic Air,Human,Wizard Beard,Normal_Eyes,Hoodie,Sheikh Hat,None
889,Purple City,Human,Brown Beard,3D Glasses,Hoodie,Tarboush,None
890,City Rooftop,Zombie,Dirty Beard,Normal_Eyes,Buddhist Robe,Hippie,Regular Earring
891,Toxic Air,Human,Shaolin Stache,Normal_Eyes,Hoodie,Sombrero,Regular Earring
892,Beach,Human,Brown Beard,Round Glasses,Buddhist Robe,Sombrero,Gold Chain
893,Toxic Air,Zombie,Dirty Beard,3D Glasses,Celestial Fit,Hippie,None
894,City Rooftop,Human,Chop Stache,3D Glasses,Hoodie,Celestial Crown,None
895,Desert Night,Human,Black Beard,Normal_Eyes,Hoodie,Mushy Hair,Regular Earring
896,Beach,Human,Black Beard,Zombie Eyes,Buddhist Robe,Asssasin Cut,Face Paint
897,Blue Sky,Human,Black Beard,Normal_Eyes,Buddhist Robe,Asssasin Cut,None
898,Purple City,Human,Chop Stache,Normal_Eyes,Jacket,Tarboush,None
899,Beach,Human,Black Beard,Normal_Eyes,Assasin's Fit,Tarboush,None
900,City Rooftop,Human,Dirty Beard,Round Glasses,Buddhist Robe,Sheikh Hat,None
901,Blue Sky,Human,Dirty Beard,Normal_Eyes,Hoodie,Sombrero,None
902,Starry Nights,Human,Dirty Beard,Normal_Eyes,Pizza Shirt,Sensei Hat,None
903,Blue Sky,Human,Dirty Beard,Round Glasses,Philosopher's Robe,Viking Hat,Face Paint
904,Blue Buzz,Alien,Brown Beard,Zombie Eyes,Celestial Fit,Hippie,None
905,Beach,Human,Brown Beard,Normal_Eyes,Philosopher's Robe,Mushy Hair,Gold Chain
906,Purple City,Human,Brown Beard,Normal_Eyes,Jacket,Asssasin Cut,Face Paint
907,Blue Sky,Human,Chop Stache,3D Glasses,Philosopher's Robe,Turban,None
908,City Rooftop,Human,Dirty Beard,3D Glasses,Celestial Fit,Tarboush,Face Paint
909,Blue Sky,Human,Dirty Beard,Snorkeler Kit,Jacket,Turban,None
910,Sahara Desert,Alien,Wizard Beard,3D Glasses,Buddhist Robe,Sombrero,Regular Earring
